     0.0    0.000 
     3.0    0.042 
     6.0    0.073 
     9.0    0.085 
    12.0    0.085 
    15.0    0.087 
    18.0    0.085 
    21.0    0.092 
    24.0    0.086 
    27.0    0.093 
    30.0    0.088 
